countryName,eprtrSectorName,EPRTRAnnexIMainActivityLabel,FacilityInspireID,facilityName,City,pollutant,min_temp,DAY WITH FOGS,EPRTRSectorCode
12,1,19,3044,4804,3498,1,13.640812414720948,2,5
20,2,60,4188,3261,1423,1,15.496744722546117,1,5
10,4,49,7045,2273,1764,1,4.618326521620761,1,5
9,1,7,2011,7469,2406,0,13.084287312914007,2,5
5,2,64,539,1557,3507,0,18.488482787946293,2,5
0,8,58,50,6799,1653,2,12.91281011503084,2,5
20,2,64,4295,3150,2783,2,5.390153431960588,2,5
10,4,50,6536,4239,1356,1,13.883710186992015,1,5
24,2,60,5077,5948,3432,0,15.52258231993037,2,5
10,2,64,6708,3784,4904,1,17.325536769174775,0,5
31,8,58,5854,5708,3903,0,16.677232203807314,4,5
22,8,58,4482,7857,3386,2,18.80895103385669,0,5
10,2,64,6501,697,558,0,11.879807308053724,2,5
12,1,7,3050,4475,4499,0,16.373382168700733,1,5
1,6,26,187,701,4722,0,14.574278011906294,1,5
31,2,64,5674,2928,4831,1,15.57975326394208,14,5
23,4,49,4917,1267,3985,0,9.542134109037294,1,5
20,6,25,4253,5208,3638,1,11.527401346324972,1,5
31,2,64,5724,824,4150,0,6.835264831872723,7,5
2,8,58,274,4285,5103,2,8.9187988765418,0,5
22,2,64,4676,1675,2477,0,13.957589231298268,2,5
8,2,64,6242,3956,2126,1,14.395051378730232,0,5
20,1,0,4184,4846,618,1,12.88194272856121,1,5
8,4,49,6283,2941,2452,0,12.584660333379096,0,5
30,4,49,351,3425,4959,1,13.472077382541602,0,5
31,2,64,5524,903,8,1,12.33668349083822,4,5
28,2,64,1347,1065,1319,1,19.14864435934425,0,5
9,8,33,2430,7079,4002,2,16.957599059953267,0,5
15,8,58,3363,1947,474,2,8.466250443784416,2,5
20,2,64,4176,1696,1665,1,17.354466269052757,1,5
15,2,64,3979,1659,4675,0,19.33890782698685,2,5
7,4,49,1042,4140,2263,0,13.77231757831133,1,5
28,2,64,1643,1434,3483,0,14.288627927324708,0,5
31,8,35,5707,3797,1094,1,11.620855991729377,5,5
9,1,12,2460,4243,1485,0,17.28133094761673,0,5
24,8,58,5215,5164,5020,2,17.99430652309247,0,5
0,4,50,71,4259,1364,1,16.51774097159189,1,5
9,8,58,2032,1156,3801,2,15.10964553615734,0,5
0,2,64,57,1739,2438,1,9.946692420513507,2,5
9,8,58,2594,3792,1150,2,6.392335992801832,1,5
15,2,64,3821,1740,57,0,8.406576802748809,1,5
10,7,27,6850,7075,1412,1,4.857030546314191,2,5
10,4,69,6694,7697,3414,0,16.423991213953727,1,5
31,2,64,6048,2735,522,0,7.9100390734545885,5,5
9,6,26,2303,5779,3797,1,13.540943661867871,2,5
24,3,36,5147,5943,3365,2,14.169069252586477,0,5
22,4,69,4799,3907,3291,0,18.8157563684697,0,5
24,1,14,5209,255,3272,0,9.313672373832372,2,5
28,1,7,1242,6260,590,0,5.480899131261556,2,5
9,8,58,2089,6372,3974,2,15.067813439396604,2,5
11,1,19,1095,4731,2098,0,5.428197749721386,0,5
24,4,69,5073,6021,4808,2,17.61040666905683,1,5
28,1,4,1412,7022,3364,0,12.57754021198847,0,5
5,2,64,543,7135,4313,1,8.90554822915119,0,5
2,4,42,282,7198,5134,1,16.67472134787593,0,5
31,6,26,5604,6450,4069,1,16.333395981845587,17,5
28,4,49,1241,1031,4401,0,2.6313151679316946,0,5
5,6,26,571,7931,5073,0,17.298754602908403,2,5
31,2,64,2950,4504,8,0,14.935999101235565,1,5
31,8,58,5651,1586,440,2,11.407651646133507,14,5
15,1,4,3661,1560,3529,0,9.172454152669124,0,5
12,2,64,3073,7111,4465,1,13.697003004274883,2,5
24,2,64,5013,5914,459,0,10.233845315934929,2,5
31,8,58,6145,5650,1523,2,11.49286860538906,8,5
10,0,66,6800,4826,3050,1,6.814656457819253,1,5
31,2,64,5572,5259,8,0,18.823903461687067,10,5
28,8,58,1219,1169,98,2,14.014401778845064,1,5
1,1,7,6419,664,569,0,5.083548025838004,0,5
14,8,58,3224,3431,4892,2,14.739483023707404,0,5
20,2,64,4258,1653,5012,1,13.955911263974064,1,5
31,2,64,6001,5683,3671,1,9.81161507791902,15,5
10,4,42,7149,111,4344,0,12.800776714170285,2,5
15,2,64,3470,2739,1448,1,9.59272276403242,0,5
15,8,58,3561,2212,1560,2,11.758271244069444,0,5
9,2,64,2413,2338,935,1,6.420795122084522,1,5
1,1,7,6419,664,569,0,6.756217989395631,2,5
10,2,64,6890,3160,4800,1,7.856430995017232,0,5
20,2,64,4231,5526,1661,0,6.993412721179294,1,5
10,6,25,6798,6494,207,1,15.143775842056453,2,5
28,2,60,1491,5044,2917,1,14.45047396159258,2,5
22,2,60,4613,3239,1658,0,14.12414193250066,1,5
14,3,36,3230,4674,6,2,16.36737997028157,1,5
9,8,58,2543,1485,1314,2,21.408075106519178,2,5
31,2,64,5978,2245,3911,0,19.3944343708326,18,5
10,8,35,6509,695,558,0,19.10417909445972,1,5
15,2,64,3262,2705,886,0,21.286935517985626,2,5
1,2,64,127,2396,1669,0,20.770722827951232,1,5
15,2,64,3262,2705,886,1,13.737099540503992,2,5
10,1,4,6861,4184,2247,0,19.7107938700527,1,5
6,2,64,995,3415,1913,0,16.162730453575726,2,5
15,2,60,3747,2736,4356,1,17.86163940476836,0,5
22,2,64,4674,2355,2240,0,18.994403089677206,1,5
9,1,12,2381,246,3745,1,17.252532800110338,0,5
11,4,50,2968,3294,163,1,9.211809548334946,2,5
22,4,69,4551,6753,651,2,14.802002731494987,2,5
21,0,68,4388,7019,1377,0,7.321235876888789,2,5
9,0,66,2021,977,1787,1,18.74360923989052,2,5
20,1,0,4200,1558,618,1,12.753928818517856,2,5
31,8,58,5859,7786,634,2,21.267146267988142,18,5
0,2,64,17,7199,4873,2,12.729772434961337,0,5
15,1,6,4028,3604,4637,1,17.400276202671762,1,5
31,2,64,5533,1775,8,0,1.8350708342102804,4,5
28,2,60,1253,5471,3484,0,16.007075024036766,0,5
20,0,67,4229,6890,1218,1,4.781127682683137,2,5
10,6,25,6634,6499,4279,1,18.406033591433165,1,5
1,1,1,6415,7004,1845,0,17.644986891718247,2,5
28,3,37,1292,992,11,2,14.36985959723382,0,5
28,2,64,1621,1056,249,2,11.356269094911973,0,5
15,2,64,3326,3808,4404,1,13.148131476646784,1,5
24,2,64,5020,6359,4538,0,15.788794814640712,1,5
31,8,58,5683,1785,2431,2,15.103900118351278,11,5
9,2,64,2306,1232,1340,0,13.053626691682457,0,5
11,4,50,2972,7027,1290,0,15.937905498290926,0,5
9,8,58,2054,6368,3793,2,10.11476276206053,1,5
28,2,64,1720,1062,4753,1,7.423416634967683,0,5
10,4,51,7142,6527,560,1,4.9957959942364365,1,5
31,8,58,5871,792,580,2,15.665790811892428,19,5
28,8,58,1566,1183,4734,2,15.34840760173687,0,5
28,4,42,1250,7335,3427,0,6.578880307739728,1,5
31,8,35,6021,1795,949,1,3.2608030874181466,7,5
6,8,58,941,555,4315,2,13.044549391362596,1,5
30,1,7,410,4647,1386,1,21.634406934516004,1,5
22,2,64,4605,5364,4159,1,18.346179315370964,1,5
8,2,60,6264,4781,3458,1,21.25986258736186,1,5
31,2,64,6046,2035,1184,1,5.664663930885241,15,5
28,4,49,1136,2998,1126,1,5.507599504194663,1,5
31,8,58,6145,5648,1523,2,20.953894901372067,7,5
10,2,64,6899,5657,2276,1,9.660813284803917,0,5
14,2,64,3138,2583,3155,0,11.300238918792251,1,5
31,8,58,5823,1570,457,0,15.955600969291568,11,5
9,2,64,2263,6354,1335,0,14.0394448917627,1,5
31,2,64,5605,6833,4265,0,13.700352120628926,1,5
9,8,35,2520,1550,4386,0,3.586473034383753,2,5
14,3,36,3125,2939,1021,2,6.381498097412137,2,5
22,8,58,4623,2459,3713,2,23.016907918947307,1,5
28,4,49,1293,2992,197,1,18.274111959907664,1,5
10,8,35,7042,2744,2790,0,5.426168715066017,1,5
1,2,64,126,2399,2202,0,14.037854620876187,0,5
31,2,64,2831,2937,1001,0,2.7956456973880246,5,5
28,2,64,1165,1395,4079,1,8.360017113937884,2,5
30,0,68,399,1807,2556,1,10.35353506598123,0,5
21,6,26,4382,6932,3186,0,14.400471370096255,2,5
9,2,60,2325,5405,1451,1,17.32726495193652,0,5
31,2,64,6035,712,2998,1,15.022500818204856,10,5
31,8,35,5788,6075,4150,0,16.361585080436214,3,5
0,4,50,14,753,4939,1,11.59289136505631,2,5
24,2,64,5022,6686,2869,1,12.90509242913269,2,5
9,8,35,2527,278,824,1,15.824530931665272,2,5
10,6,25,6932,6673,5013,0,15.492850806563544,0,5
31,8,58,5843,6883,4319,2,17.622730991216528,19,5
10,2,64,707,6788,576,0,14.756214647666,2,5
10,8,58,6762,2160,630,2,17.69359158875709,0,5
22,2,64,4580,6965,694,1,10.031112023013677,1,5
22,2,64,4718,5284,3062,0,18.96634832786843,0,5
9,4,49,2443,7514,385,0,13.339439867948132,1,5
0,6,25,103,4638,1534,0,7.338736660706601,2,5
8,1,0,6274,7789,4605,0,20.1549854717939,2,5
24,2,60,5077,5948,3432,0,17.56185499620438,0,5
22,2,64,4698,1709,3610,0,15.40182684319139,1,5
9,0,66,2021,977,1787,0,23.93341087216725,0,5
24,8,58,5199,1865,3101,2,22.427964995426752,2,5
10,6,25,6994,2598,636,1,12.260333971331846,2,5
9,8,58,2622,3793,1986,2,9.30305160633202,1,5
10,4,52,6603,2906,4062,1,6.0455408698271365,0,5
15,3,38,3905,308,1159,2,11.924982989891609,2,5
29,2,64,5411,3360,3952,0,15.0397194153827,1,5
7,2,64,1034,2699,2780,1,7.856444781912341,0,5
28,1,14,1876,4231,4079,0,10.989329443606415,1,5
5,2,64,530,8004,1941,1,3.3351824473402907,1,5
6,0,67,887,4816,3076,1,15.069345102177753,2,5
15,6,25,3516,6783,4400,0,11.165568498131302,1,5
10,8,35,6632,4707,4960,1,14.87656699871211,2,5
28,2,64,1714,2845,877,0,17.89274280581589,2,5
15,8,58,3688,3561,3234,2,17.96243648135897,1,5
1,8,35,6439,28,3168,0,16.46899748442069,2,5
10,2,41,714,5548,1971,0,19.28380506827957,0,5
10,2,64,7072,6795,1518,1,13.349465783675976,2,5
8,2,64,6300,2524,2864,1,13.118360721446766,1,5
22,2,64,4716,7237,1750,0,15.436287406402306,1,5
1,2,60,6403,2563,244,1,11.884460552230516,2,5
10,1,4,6861,4184,2247,1,14.913707125969292,1,5
15,2,64,3716,45,1586,1,16.033531420987593,2,5
28,2,64,1590,1080,4079,0,6.319755878867191,1,5
28,2,64,1510,6259,4408,0,10.238314829866226,1,5
15,4,69,3886,2944,443,0,2.7408446595303886,1,5
22,2,64,4587,6966,2060,1,5.382713638500327,0,5
20,2,64,4218,4860,4764,1,3.076585927571003,2,5
10,8,35,6579,4713,2023,1,2.0024456114199283,0,5
0,8,23,107,6495,1527,0,14.835730122262694,2,5
31,2,64,5525,924,8,2,14.757772331432884,15,5
1,2,64,6442,2393,646,1,24.6807786041198,2,5
15,2,64,3568,2480,3122,0,15.68700564486835,1,5
31,2,64,5593,5319,400,1,22.89514087561189,10,5
28,2,64,1131,1090,53,1,6.36628755193537,0,5
28,8,58,1506,7493,109,2,9.459127694618024,1,5
15,3,38,3419,327,2742,2,5.928983768284651,1,5
28,8,35,1128,7023,3216,0,20.733636761450907,1,5
31,2,64,2806,7701,3640,1,16.667257672813662,4,5
29,7,27,5399,4139,4054,1,4.9850780428853065,0,5
9,7,53,2376,215,1468,1,13.94254353454214,0,5
22,2,64,4707,7235,3479,0,14.063022381392528,2,5
1,2,64,126,2390,2202,2,11.630487451139938,2,5
15,4,42,3789,4889,2629,0,9.108101439671234,2,5
1,1,12,6430,5437,4992,0,15.290588937643571,0,5
28,2,64,1447,1083,2669,1,14.386759480211111,0,5
28,2,64,1763,1098,3347,1,10.318395139083549,1,5
9,4,51,2457,1238,857,1,12.58348854601697,0,5
23,1,7,4924,1289,1328,0,6.9626749464578594,2,5
22,6,25,4735,5253,4903,1,7.572140366252594,1,5
20,2,64,4237,5526,2880,0,7.552325186151595,1,5
15,2,64,3728,2585,728,0,19.46749738842461,1,5
29,2,60,5350,6759,1761,1,18.86976770797937,0,5
9,2,64,2535,1505,3779,0,24.43110719203357,1,5
12,2,64,3020,5197,3496,1,10.130482503658063,2,5
28,4,42,1256,2994,197,0,15.3803149520979,1,5
10,8,35,6644,4706,2171,1,2.3003669711712327,0,5
31,8,33,6093,559,2837,2,3.680963576864962,1,5
31,4,69,2898,7363,1105,1,21.859932282203445,5,5
28,2,64,1129,940,1286,2,22.3562421429902,1,5
10,7,53,7001,2177,4160,1,11.643132982869506,0,5
28,7,31,1198,190,3208,0,12.543887745610002,1,5
31,1,57,5614,6744,2391,0,9.885926566252486,9,5
8,8,58,6260,7320,3420,0,12.491934076697056,0,5
15,4,42,3720,7605,1013,0,12.122366793615829,1,5
10,0,66,6856,1583,2247,1,4.053589376823366,2,5
10,8,58,6942,7907,2938,2,5.31823899346012,1,5
9,1,5,2363,4750,2317,1,12.782810773524554,2,5
15,4,49,3808,1406,3522,0,14.662145811630626,0,5
24,2,64,5033,6687,1091,1,15.924925859680355,2,5
28,1,4,1440,1416,1555,1,15.92810939956692,2,5
9,8,58,2314,3677,3886,2,20.865695800243387,0,5
6,2,64,874,7999,2132,1,9.636863477003743,2,5
28,2,64,1859,1013,1953,0,17.196603575289725,0,5
10,8,58,664,7900,1547,2,12.904064678214882,1,5
22,2,64,4675,4594,1040,0,11.081903389357231,1,5
10,2,64,7055,5191,4955,1,11.07582049227164,0,5
31,8,58,6129,4336,1529,2,12.534803994036723,7,5
15,0,67,3328,4398,4404,0,5.090509753290998,0,5
12,2,64,3046,912,665,1,15.179903275460669,0,5
12,1,10,3023,861,551,1,19.6390126096742,2,5
28,4,42,1870,6024,4086,0,12.651310544802186,2,5
10,4,49,6638,3372,4523,0,8.926372673089483,1,5
5,2,60,532,5591,2242,0,17.383004717138018,2,5
0,2,64,98,4365,2517,1,13.413937304903738,0,5
10,2,64,6474,7442,1369,1,22.86153861259144,0,5
28,0,66,1388,6439,4974,0,17.11932507237817,2,5
15,2,64,3758,7024,2944,1,16.888548688215078,1,5
22,2,29,4705,5283,2234,1,5.516480817326123,1,5
31,8,58,5651,1586,440,2,17.922996475651395,3,5
31,4,50,5681,7721,4844,1,15.02884384071348,1,5
20,8,58,4302,378,264,2,22.42439073659429,1,5
0,2,64,70,7199,530,2,9.742361942072783,0,5
10,2,64,6773,582,3371,1,19.2902502154808,1,5
31,8,58,5816,7664,933,2,21.202259076842846,14,5
10,4,42,6897,6460,2276,0,2.7165192150251047,0,5
1,1,14,6402,2547,244,1,1.3083744813844915,1,5
9,1,7,2399,3599,3881,1,8.347649845295201,0,5
3,2,64,2981,6973,4184,0,12.18957556590378,1,5
12,2,64,3013,1958,1183,1,22.64065908065405,0,5
10,2,64,635,2677,1880,1,19.359058392468427,0,5
31,2,64,2819,1166,310,1,18.34716871746024,12,5
10,5,56,631,5691,1713,0,15.758561301150912,0,5
28,2,64,1936,2460,281,0,18.341899680206307,2,5
20,1,0,4143,7173,3667,2,14.14532547857488,1,5
10,8,58,6942,7907,2938,2,11.315845103057484,1,5
31,2,64,5821,6536,446,2,16.84199214395407,15,5
9,2,64,2307,1231,1625,1,16.201792158750994,1,5
14,8,58,3189,4000,4892,2,9.715962946082367,0,5
22,2,64,4554,6968,4252,0,6.682618319563301,2,5
6,2,64,944,564,1957,1,13.144134073160528,0,5
28,4,49,1139,3008,3036,0,18.527767131516505,0,5
9,4,42,2168,7449,835,0,15.372158762572832,2,5
15,2,64,3813,6182,2670,0,7.154362324797676,2,5
8,2,64,6259,4962,3197,0,12.135647721421948,1,5
9,7,27,2006,2830,1614,0,7.142120212152898,0,5
10,8,35,6813,6288,4075,1,3.660010614241038,1,5
5,2,64,551,7136,2147,1,1.8825592300918093,2,5
31,2,64,5778,1699,1375,0,15.793023100286751,16,5
28,8,58,1307,4426,3241,2,10.778368754244498,2,5
15,8,35,3867,4379,3228,1,11.73771668732508,1,5
5,2,64,562,7145,3190,1,12.212932484325895,0,5
31,2,64,5586,7212,8,1,3.1127177823574232,12,5
1,2,64,190,2388,318,0,21.495634990973727,0,5
31,2,64,5582,7162,8,0,6.762388774248108,19,5
9,8,35,2586,6057,4416,1,8.099603789752297,1,5
0,2,64,70,7199,530,1,12.739558660033731,2,5
28,7,53,1441,219,1612,2,14.665158920818596,1,5
30,4,49,352,3425,4595,0,18.492705289102087,0,5
24,2,64,5055,5941,3278,1,4.09633828054687,1,5
29,2,64,5293,689,3938,0,11.819018484612265,0,5
15,2,64,3766,6182,2738,2,14.484572731947464,1,5
10,2,64,6868,7672,4949,1,8.750537844277362,2,5
10,7,53,6834,3491,1254,1,11.70478486580624,0,5
20,1,0,4200,1558,618,0,11.472165411735723,1,5
15,7,53,3513,2819,3121,0,14.922186860372207,0,5
23,4,42,4913,1263,159,0,8.677086024155017,2,5
10,2,64,6676,4511,1533,1,4.508494148566099,2,5
10,2,64,7081,7534,1392,1,14.470731303456551,1,5
0,6,25,103,4638,1534,1,10.168247753292958,1,5
1,2,64,6416,6943,4479,1,10.056968110281217,2,5
9,2,64,2026,2470,1170,1,14.25829375383944,0,5
30,8,35,370,3730,526,1,18.110470493964435,2,5
31,2,60,6134,3590,1718,0,9.24515753688047,5,5
29,8,35,5312,3485,3052,1,11.155260414534991,2,5
24,1,14,5209,255,3272,1,15.214214761476184,2,5
6,1,18,938,1241,1854,0,6.729586778421612,2,5
28,8,55,1164,1448,2063,2,18.40686509337133,2,5
15,6,25,3896,1847,3310,0,7.230836416689121,0,5
9,2,64,2354,3916,2953,0,10.949586650529024,2,5
31,2,64,2942,7165,1127,1,14.500190141175962,11,5
28,8,58,1459,1182,4973,0,15.565523461309876,1,5
20,2,60,4243,7888,3043,0,12.124105146087606,2,5
10,2,64,6574,6428,2936,0,13.205052223064364,1,5
22,8,58,4812,7833,1657,2,11.125787793411993,2,5
31,6,25,2832,4534,1690,0,15.93977913433072,8,5
9,8,35,2527,278,824,1,15.42803822273256,1,5
5,1,57,455,7386,593,0,16.61546397656368,0,5
22,2,64,4549,2412,694,0,14.16622188369367,1,5
6,4,42,934,238,1930,0,16.28335249053726,2,5
15,4,49,3333,1023,3561,1,18.40205174599264,2,5
28,2,64,1458,1109,743,1,11.75798204307075,0,5
15,2,64,3438,1762,3919,2,10.618167625100025,1,5
15,2,64,3340,1141,4652,1,8.992770465791846,2,5
9,0,68,2225,4729,833,0,14.765314676892515,2,5
15,2,64,3795,6182,1306,2,12.85516119991644,1,5
22,2,21,4672,4041,1124,0,8.323634628134991,0,5
13,7,28,3248,2665,191,1,12.582090499401469,2,5
28,8,58,1809,5454,4349,2,12.987972276804,0,5
9,8,33,2646,7083,3799,2,9.282099215222775,1,5
22,2,64,4548,2629,3608,1,2.4657305468076327,1,5
10,2,64,6782,3058,1851,1,16.56708187902467,0,5
24,2,64,5184,5753,1587,0,18.09203707017741,0,5
10,2,21,6935,473,619,0,9.735440392550094,1,5
10,2,60,6938,5718,1667,0,10.083010527734396,1,5
31,4,42,6113,758,3694,0,22.38787480765305,14,5
28,2,64,1451,2451,113,1,11.297713639286943,2,5
10,2,60,7131,7063,4232,1,14.6762307400404,2,5
29,2,64,5284,3478,1959,0,11.241624693082208,2,5
10,8,58,6563,2153,4537,2,14.189803441090048,1,5
5,4,49,453,7987,3466,0,20.675078357500404,1,5
5,2,64,578,7138,2911,0,10.979104795304767,2,5
29,6,26,5387,6342,1480,1,1.493262798346937,2,5
9,7,27,2006,2830,1614,0,19.538052891094026,1,5
0,8,35,61,2810,5000,1,16.103095037748457,0,5
28,2,64,1259,1397,1555,1,6.872790231820173,0,5
31,2,64,5522,884,8,2,10.638073511748876,4,5
31,8,58,5702,7658,993,2,18.07355321553125,3,5
24,2,64,5019,6229,1988,0,11.502327530511131,1,5
31,4,50,2808,4245,1937,1,15.38174553398076,11,5
1,2,64,188,2401,3594,0,22.38693610891704,1,5
6,8,35,969,4916,3147,0,22.854803456415617,2,5
31,2,64,5573,5272,8,1,15.666606931450536,17,5
23,4,42,4911,1262,2627,0,20.098302934275893,1,5
15,3,37,3915,2852,3248,2,12.168598887264285,1,5
9,8,58,2348,3638,1153,2,14.796269035555287,1,5
9,8,58,2108,3659,978,2,24.12450546403317,1,5
15,2,64,3800,2703,3338,0,18.937440274806825,1,5
20,8,35,4233,538,2880,1,5.017086885516221,0,5
31,8,58,5740,690,331,0,16.590536411179727,6,5
31,2,64,5548,3186,8,0,18.90133598206692,4,5
10,1,12,7054,603,2559,2,13.542748309651463,2,5
28,7,53,1441,219,1612,1,10.358412089422966,2,5
9,1,14,2252,7344,1595,1,14.0873042897268,1,5
20,2,64,4337,2690,4602,0,17.694734134930766,0,5
9,8,33,2270,2523,1595,2,2.85724645484128,1,5
22,4,69,4811,5306,5054,2,19.13017823723968,2,5
8,8,58,6311,4583,2931,2,14.844063040458169,2,5
28,2,64,1663,5801,2588,0,12.078242038359866,1,5
9,8,35,2112,1554,707,1,20.51349921123512,1,5
10,2,64,6922,4030,1969,1,13.11777639025634,2,5
28,6,25,1781,7286,431,0,2.7034837602530555,1,5
29,4,51,5321,3960,2574,1,20.48901242532881,1,5
31,8,58,6129,4336,1529,2,16.631339526766453,7,5
14,3,36,3160,3989,1021,2,9.329781844837242,1,5
20,8,35,4221,3330,213,0,10.815199768784542,1,5
28,8,58,1737,7353,764,2,9.060467647906274,0,5
31,8,58,5738,7615,4824,2,21.19550186988437,19,5
8,8,58,6345,6507,4105,2,17.075783093776288,2,5
20,2,60,4208,7533,1423,1,12.809562457800178,1,5
5,2,64,515,7134,3435,1,9.585090896270756,1,5
29,7,59,5420,4222,2191,1,16.027754996853915,1,5
15,2,64,3608,7308,3227,1,14.605253468839411,2,5
2,8,58,224,4279,5096,2,7.906617680167147,0,5
31,2,64,6073,7402,3032,1,4.62573332615098,9,5
24,2,64,5048,5912,459,0,20.38981099092812,0,5
28,2,64,1587,5805,4079,1,20.75779528745393,2,5
31,2,64,5953,2733,1303,1,8.600206927479622,17,5
24,2,64,5194,5915,3104,0,17.53530743541833,0,5
5,2,64,586,2450,5042,1,16.393696552718772,1,5
20,2,64,4216,4859,236,0,16.618802219684852,0,5
10,8,58,679,7920,4108,2,8.494619467538858,0,5
1,8,58,144,620,849,2,15.543760078698124,0,5
6,8,35,919,3501,2284,0,20.51689172947716,0,5
1,4,52,170,4212,2621,1,17.484470124570635,2,5
9,1,1,2403,7780,88,0,18.659851717159416,1,5
9,1,15,1982,250,2306,0,10.67996606222506,2,5
31,8,58,6170,3221,188,2,18.000482336084872,7,5
14,3,36,3132,4660,1021,2,16.360483096976793,0,5
28,2,64,1649,2462,1322,0,11.458288889836776,2,5
29,6,26,5366,930,2116,1,23.713526510501648,2,5
2,8,58,273,4296,5131,2,9.050539516485198,1,5
28,6,25,1630,5777,4974,1,14.554530247832009,1,5
24,2,64,5033,6687,1091,1,18.250226195257493,0,5
8,6,26,6244,6873,2169,0,17.05707540610619,2,5
22,4,50,4555,3240,2146,0,21.35525442141724,0,5
28,4,42,1171,7465,3100,0,19.775473565422352,1,5
10,2,64,7070,6429,3019,0,13.21491776186543,1,5
10,7,53,6703,913,4889,0,17.353851512970525,2,5
15,2,60,3699,2736,2393,0,16.099732071118908,0,5
12,2,64,3031,440,666,1,13.06247735187157,1,5
9,2,64,2691,1677,4731,0,8.833839194364348,0,5
8,8,58,6306,5382,2068,2,11.156741127118726,0,5
15,4,42,4048,4429,2729,1,17.576750558388753,2,5
20,8,58,4310,537,554,2,15.570233531152466,2,5
8,2,64,6363,4156,3197,1,15.977577411153224,0,5
14,8,35,3222,3768,2841,0,9.027132497079736,0,5
9,4,42,2168,7449,835,0,22.2071142042914,1,5
9,8,58,2594,3792,1150,2,15.221946460343544,1,5
22,2,64,4553,5109,3717,0,12.28156228565433,1,5
31,2,64,5568,4801,8,1,14.367530666895494,3,5
9,2,64,2263,6354,1335,0,8.1624334163522,2,5
28,4,69,1840,5124,1311,2,14.731347977065369,1,5
22,2,64,4586,7873,1122,1,17.579979107724355,0,5
15,2,60,3475,5744,4422,0,8.983326217532559,0,5
20,2,64,4275,2036,1504,0,14.67453714065995,0,5
9,5,56,2240,7297,3906,0,21.621895552232555,0,5
12,1,12,3087,5199,1259,1,10.169175480316373,1,5
28,3,37,1530,1872,2657,2,8.507208991852748,1,5
31,8,58,5826,6844,4276,2,15.785218164171498,1,5
23,8,35,4946,1281,2593,0,15.320317661534226,1,5
28,4,42,1308,3123,4441,0,21.67101679387345,2,5
20,2,64,4212,3145,2860,2,14.766940951105887,2,5
10,6,25,7024,4658,2835,1,7.024564567818702,2,5
30,8,35,370,3730,526,1,10.116672605432012,0,5
14,8,58,3186,4012,1095,2,2.388128144799362,0,5
10,4,49,6630,6713,4213,1,20.05745596145504,2,5
15,8,58,3895,1906,2312,2,4.986714854145913,0,5
31,0,67,5949,4796,2956,0,16.241983118038107,15,5
22,2,64,4666,5058,682,0,19.030651606397253,2,5
10,2,64,6889,4106,4800,0,13.53905239288416,1,5
2,2,64,286,836,5090,1,16.580451189976458,2,5
1,2,64,6411,7807,244,1,11.409011019885964,1,5
28,3,37,1528,3100,3871,2,14.57304570174364,2,5
22,2,64,4659,5050,1709,0,2.444845713088572,2,5
9,6,26,2257,1229,1610,0,7.155993673105392,2,5
29,7,53,5388,5010,1809,0,5.659948690091653,2,5
2,4,49,219,1604,5095,0,5.131430399482396,0,5
28,6,25,1781,7286,431,0,4.877723084221096,2,5
14,3,37,3162,4563,2182,2,13.576059566890994,1,5
10,4,69,6694,7697,3414,0,6.719025787375943,2,5
10,5,56,6670,4993,3734,1,19.3635705386026,1,5
10,8,35,6903,284,2504,1,5.600598871493419,1,5
9,1,12,2276,6988,2378,1,15.50347058827366,2,5
31,8,58,5644,1692,4060,2,5.551415313870868,13,5
28,4,42,1173,2885,2686,0,14.240076462587623,2,5
14,3,36,3101,4678,4497,2,11.398243025606709,2,5
31,8,58,6171,6854,3407,2,13.569647508923804,11,5
10,2,64,6567,808,5004,0,12.796617665765742,0,5
31,8,58,6010,521,4859,0,13.867149564332426,12,5
10,6,25,6646,7318,269,1,15.837409351898431,2,5
28,2,60,1188,679,1619,2,9.545501326792406,0,5
10,4,42,6614,5262,4871,1,13.53659776042336,1,5
15,2,64,3487,2703,782,1,17.796780896447107,0,5
28,6,25,1325,2537,1164,0,21.494936444511808,1,5
15,2,64,3728,2585,728,1,9.866697628580631,0,5
9,8,58,2096,6058,463,2,14.75680378881976,1,5
29,8,35,5301,3739,2986,1,9.07041069802079,1,5
28,7,53,1405,1431,1015,1,15.081709179033195,0,5
31,2,64,5601,3206,3571,1,15.319202369062731,16,5
15,3,38,3871,6198,475,2,13.435615418983168,0,5
5,2,64,477,936,3428,1,13.981348996799891,0,5
9,4,51,2014,1239,3545,1,12.036522406712104,2,5
31,2,64,6008,1774,933,1,13.948237021518109,12,5
10,2,64,635,2684,1880,0,22.697925853885213,1,5
15,8,58,3707,1899,4564,2,2.349639690669876,2,5
7,2,29,1045,2696,272,0,10.407807489273823,1,5
28,2,64,1834,1068,2658,0,17.231744559054572,0,5
14,8,58,3193,2172,2836,2,14.81130451573206,1,5
30,2,64,391,6554,2466,2,19.753753303344126,1,5
10,6,25,7114,6872,1365,1,6.530173130698542,2,5
9,0,66,2229,1517,321,1,12.264350981776351,2,5
9,4,42,2317,7447,3790,0,19.524308455559662,2,5
28,8,35,1638,5097,3820,0,5.766850957477661,0,5
15,8,58,3901,2213,808,2,1.9093298063528912,2,5
9,8,55,2518,5822,2380,1,12.056632204283911,0,5
28,8,58,1428,7483,2399,2,17.815181009471964,2,5
9,4,49,2443,7514,385,0,15.648023393863957,2,5
